city,timestamp,aqi,co,no2,o3,so2,pm2_5,pm10,temperature,humidity,collection_status
Mumbai,2025-01-18 08:16:15,5,2056.12,67.17,205.99,98.23,222.19,254.32,33,24,success
Chennai,2025-01-18 08:16:17,3,327.11,2.87,123.02,4.41,47.71,62.98,26.73,76,success
Kolkata,2025-01-18 08:16:20,5,747.68,5.1,180.24,15.26,154.35,171.22,24.96,50,success
Bengaluru,2025-01-18 08:16:22,4,440.6,3.6,141.62,4.35,74.54,81.16,25.52,58,success
Ahmedabad,2025-01-18 08:16:25,5,567.44,9.77,131.61,28.13,91.67,98.31,25.04,50,success
Lucknow,2025-01-18 08:16:27,5,794.41,2.1,137.33,11.56,154.46,165.49,15.01,82,success
Hyderabad,2025-01-18 08:16:30,5,687.6,7.97,160.22,19.79,140.94,151.91,26.19,47,success
Jaipur,2025-01-18 08:16:32,5,660.9,9.34,157.36,22.17,82.95,94.67,19.85,33,success
Patna,2025-01-18 08:16:35,5,674.25,3.04,148.77,16.93,122.88,132.12,21.97,46,success
Delhi,2025-01-18 09:13:11,5,1335.14,17.65,188.83,27.9,221.59,252.21,18.06,63,success
Mumbai,2025-01-18 09:13:13,5,2296.45,69.92,257.49,98.23,270.93,310.84,33,22,success
Chennai,2025-01-18 09:13:16,3,327.11,3.17,120.16,4.23,46.93,62.26,26.69,76,success
Kolkata,2025-01-18 09:13:18,5,714.3,5.31,181.68,15.14,143.4,158.51,24.96,47,success
Bengaluru,2025-01-18 09:13:20,4,420.57,3.77,138.76,4.23,66.86,73.19,25.69,56,success
Ahmedabad,2025-01-18 09:13:23,5,580.79,10.71,145.91,31.95,98.91,105.93,26.04,50,success
Lucknow,2025-01-18 09:13:25,5,734.33,1.84,143.05,9.54,144.09,154.2,17.01,72,success
Hyderabad,2025-01-18 09:13:27,5,640.87,7.2,155.93,17.17,136.41,146.97,27.19,41,success
Jaipur,2025-01-18 09:13:30,5,647.54,8.57,170.23,22.89,85.63,97.23,17.6,59,success
Patna,2025-01-18 09:13:32,5,640.87,2.91,150.2,15.97,111.93,120.25,22.97,40,success
Delhi,2025-01-18 10:13:20,5,1188.28,23.31,133.04,22.89,151.72,181.97,18.06,63,success
Mumbai,2025-01-18 10:13:22,5,794.41,26.39,191.69,53.41,112.01,129.23,34.03,21,success
Chennai,2025-01-18 10:13:24,3,340.46,4.2,105.86,4.23,44.94,58.84,26.5,75,success
Kolkata,2025-01-18 10:13:26,5,834.47,12,164.51,18.84,149.61,172.22,24.96,47,success
Bengaluru,2025-01-18 10:13:28,3,420.57,5.06,128.75,5.13,37.8,41.24,25.37,56,success
Ahmedabad,2025-01-18 10:13:31,5,594.14,11.65,155.93,31.47,109.79,117.27,28.04,42,success
Lucknow,2025-01-18 10:13:33,5,574.11,2.44,120.16,7.87,84.72,92.18,18.01,68,success
Hyderabad,2025-01-18 10:13:35,5,640.87,9.34,147.34,17.17,134.37,143,27.19,39,success
Jaipur,2025-01-18 10:13:37,5,741.01,12.68,153.07,18.36,93.79,106.09,17.6,63,success
Patna,2025-01-18 10:13:39,5,680.92,4.41,137.33,15.74,130.77,140.76,23.97,33,success
Delhi,2025-01-18 11:10:24,5,1375.2,32.56,111.58,21.7,164.37,202.32,19.06,68,success
Mumbai,2025-01-18 11:10:26,5,1028.06,30.85,214.58,47.21,148.95,182.21,32.03,33,success
Chennai,2025-01-18 11:10:28,3,350.48,5.57,100.14,4.23,42.64,55.57,26.23,77,success
Kolkata,2025-01-18 11:10:30,5,1081.47,24.68,133.04,20.27,167.19,203.99,24.96,44,success
Bengaluru,2025-01-18 11:10:32,3,447.27,7.71,123.02,5.6,41.78,46.03,25.4,58,success
Ahmedabad,2025-01-18 11:10:34,5,594.14,14.91,150.2,30.28,109.46,117.05,28.04,44,success
Lucknow,2025-01-18 11:10:36,5,634.19,5.01,101.57,6.44,95.75,105.37,18.01,68,success
Hyderabad,2025-01-18 11:10:38,5,654.22,11.31,145.91,17.41,140.97,149.76,27.19,36,success
Jaipur,2025-01-18 11:10:40,5,1014.71,24.33,128.75,17.41,108.1,123.19,17.6,63,success
Patna,2025-01-18 11:10:42,5,707.63,7.37,120.16,12.52,127.95,139.14,22.97,38,success
Delhi,2025-01-18 12:24:55,5,1655.58,47.98,88.69,22.41,182.37,229.64,17.06,77,success
Mumbai,2025-01-18 12:24:57,5,1081.47,27.76,217.44,33.38,178.4,222.88,29.03,54,success
Chennai,2025-01-18 12:24:59,3,370.5,7.37,94.41,4.11,40.19,52.77,25.61,80,success
Kolkata,2025-01-18 12:25:01,5,1321.79,38.04,101.57,21.22,182.91,233.23,23.96,46,success
Bengaluru,2025-01-18 12:25:03,3,487.33,11.31,115.87,5.96,44.18,49.22,24.67,62,success
Ahmedabad,2025-01-18 12:25:06,5,600.82,20.05,134.47,30.28,104.81,112.55,27.04,47,success
Lucknow,2025-01-18 12:25:08,5,700.95,8.74,87.26,5.54,102.55,114.4,17.01,77,success
Hyderabad,2025-01-18 12:25:10,5,674.25,14.05,135.9,16.93,141.39,150.22,25.19,50,success
Jaipur,2025-01-18 12:25:12,5,1268.39,37.01,94.41,15.5,115.49,133.44,17.6,63,success
Patna,2025-01-18 12:25:15,5,747.68,10.71,104.43,10.25,124.87,137.14,20.97,46,success
Delhi,2025-01-18 13:15:05,5,2002.72,65.8,61.51,25.51,210.67,275.08,16.06,82,success
Mumbai,2025-01-18 13:15:07,5,974.66,22.96,174.52,22.41,173.67,212.13,28.03,57,success
Chennai,2025-01-18 13:15:09,3,383.85,7.71,90.12,3.99,36.81,47,24.25,89,success
Kolkata,2025-01-18 13:15:11,5,1708.98,52.78,75.1,25.75,206.46,272.21,21.96,56,success
Bengaluru,2025-01-18 13:15:14,3,507.36,12.85,105.86,6.02,42.39,47.9,23.49,69,success
Ahmedabad,2025-01-18 13:15:16,5,660.9,28.1,103,26.7,103.49,112.73,26.04,50,success
Lucknow,2025-01-18 13:15:18,5,767.71,12.17,73.67,4.83,108.97,123.61,15.01,82,success
Hyderabad,2025-01-18 13:15:21,5,841.14,22.96,118.73,22.17,147.9,157.68,24.19,50,success
Jaipur,2025-01-18 13:15:23,5,1401.9,41.47,65.8,14.19,120.03,140.54,16.6,67,success
Patna,2025-01-18 13:15:25,5,781.06,12.85,92.98,8.46,117.76,131.33,20.97,46,success
Delhi,2025-01-18 14:12:20,5,2483.37,86.37,32.9,32.9,252.01,341.44,15.06,88,success
Mumbai,2025-01-18 14:12:22,5,881.2,19.02,134.47,18.36,161,190.99,28.03,51,success
Chennai,2025-01-18 14:12:25,3,387.19,6.43,88.69,3.76,33.31,40.59,24.44,90,success
Kolkata,2025-01-18 14:12:27,5,2162.93,65.8,51.5,30.99,239.95,326.28,20.96,60,success
Bengaluru,2025-01-18 14:12:29,3,473.98,10.71,98.71,5.54,38.94,44.6,22.72,69,success
Ahmedabad,2025-01-18 14:12:33,5,781.06,35.99,70.81,19.79,106.83,119.28,24.04,60,success
Lucknow,2025-01-18 14:12:35,5,854.49,15.08,58.65,4.23,119.23,137.83,14.01,88,success
Hyderabad,2025-01-18 14:12:37,5,1041.41,29.47,104.43,27.66,159.56,171.27,24.19,50,success
Jaipur,2025-01-18 14:12:39,5,1455.31,39.41,52.93,12.99,125.9,147.92,15.6,72,success
Patna,2025-01-18 14:12:42,5,814.44,14.05,82.25,7.45,108.97,123.96,19.97,52,success
Delhi,2025-01-18 15:12:53,5,2830.51,101.45,15.2,41.96,289.02,398.81,15.06,82,success
Mumbai,2025-01-18 15:12:55,5,841.14,15.94,125.89,17.88,160.39,187.46,28.03,47,success
Chennai,2025-01-18 15:12:58,3,387.19,5.31,87.98,3.58,31.13,36.53,24.27,92,success
Kolkata,2025-01-18 15:13:00,5,2536.77,74.71,32.19,34.81,269.94,376.88,19.96,64,success
Bengaluru,2025-01-18 15:13:02,3,447.27,8.4,95.84,5.13,36.38,42.17,21.97,69,success
Ahmedabad,2025-01-18 15:13:05,5,881.2,40.1,51.5,14.19,112.77,129.08,24.04,60,success
Lucknow,2025-01-18 15:13:07,5,934.6,16.97,45.78,3.79,130.27,152.39,12.01,94,success
Hyderabad,2025-01-18 15:13:10,5,1121.52,29.13,101.57,28.85,165.78,178.8,23.19,53,success
Jaipur,2025-01-18 15:13:12,5,1468.66,37.01,47.92,11.68,132.41,154.89,14.6,77,success
Patna,2025-01-18 15:13:15,5,847.82,14.57,74.39,6.8,102.17,118.34,18.97,59,success
Delhi,2025-01-18 16:15:15,5,3070.83,105.56,6.44,50.55,318.72,437.77,14.06,88,success
Mumbai,2025-01-18 16:15:17,5,988.01,19.19,123.02,22.41,170.84,200.15,28.03,44,success
Chennai,2025-01-18 16:15:19,3,383.85,4.76,85.83,3.64,29.83,34.21,23.91,93,success
Kolkata,2025-01-18 16:15:22,5,3017.43,87.74,13.59,39.1,309.51,431.56,18.96,68,success
Bengaluru,2025-01-18 16:15:24,3,460.63,8.82,94.41,5.9,36.82,43.08,22.04,67,success
Ahmedabad,2025-01-18 16:15:26,5,921.25,38.39,41.13,9.42,117.22,137.37,21.04,73,success
Lucknow,2025-01-18 16:15:28,5,1001.36,17.48,36.12,3.49,140.94,165.68,11.01,100,success
Hyderabad,2025-01-18 16:15:30,5,1241.68,31.19,97.28,27.42,173.32,187.95,22.19,60,success
Jaipur,2025-01-18 16:15:33,5,1375.2,32.56,47.21,9.66,132.18,154.07,13.6,82,success
Patna,2025-01-18 16:15:35,5,867.84,14.4,69.38,6.32,100.37,117.25,15.97,72,success
Delhi,2025-01-18 17:10:53,5,3097.53,97.33,3.67,45.78,329.43,448.45,14.06,88,success
Mumbai,2025-01-18 17:10:55,5,1321.79,27.08,108.72,28.85,193.49,231.53,28.03,39,success
Chennai,2025-01-18 17:10:58,3,387.19,4.88,82.97,3.76,28.51,32.59,24.27,93,success
Kolkata,2025-01-18 17:11:00,5,3417.97,95.96,2.64,36.24,347.94,483.27,18.96,68,success
Bengaluru,2025-01-18 17:11:03,3,520.71,11.48,95.84,7.09,38.91,46.13,20.59,74,success
Ahmedabad,2025-01-18 17:11:05,5,894.55,30.16,39.34,5.9,117.87,139.12,23.04,60,success
Lucknow,2025-01-18 17:11:08,5,1041.41,16.97,31.83,3.19,148.85,173.46,11.01,100,success
Hyderabad,2025-01-18 17:11:10,5,1428.6,37.01,86.55,26.7,186.32,202.81,19.68,72,success
Jaipur,2025-01-18 17:11:13,5,1255.04,30.16,45.78,8.11,130.76,151.61,13.6,82,success
Patna,2025-01-18 17:11:15,5,867.84,14.4,65.8,6.02,101.22,118.13,15.97,67,success
Delhi,2025-01-18 18:17:25,5,2777.1,80.2,4.65,29.09,314.1,418.19,13.06,94,success
Mumbai,2025-01-18 18:17:28,5,1508.71,32.56,91.55,30.99,206.39,250.4,27.03,44,success
Chennai,2025-01-18 18:17:30,3,390.53,5.01,80.82,3.61,27.6,31.14,23.83,94,success
Kolkata,2025-01-18 18:17:32,5,3391.27,93.22,1.21,26.23,353.72,491.05,17.96,72,success
Bengaluru,2025-01-18 18:17:35,3,534.06,11.65,94.41,6.32,34.76,41.62,19.84,77,success
Ahmedabad,2025-01-18 18:17:37,5,814.44,21.76,44.7,4.35,116.54,135.92,23.04,60,success
Lucknow,2025-01-18 18:17:39,5,1028.06,15.77,33.98,3.19,155.57,177.1,10.01,100,success
Hyderabad,2025-01-18 18:17:42,5,1522.06,41.13,77.96,25.51,194.14,210.98,18.68,77,success
Jaipur,2025-01-18 18:17:44,5,1121.52,27.76,44.7,6.14,126.44,144.73,13.6,82,success
Patna,2025-01-18 18:17:46,5,867.84,14.22,62.23,5.6,102.93,118.92,12.97,82,success
Delhi,2025-01-18 19:10:38,5,2323.15,61.01,9.21,14.31,285.85,363.85,13.06,94,success
Mumbai,2025-01-18 19:10:40,5,1441.96,33.59,76.53,28.85,192.85,233.1,27,44,success
Chennai,2025-01-18 19:10:42,3,390.53,4.58,81.54,3.16,27.73,30.17,24.1,95,success
Kolkata,2025-01-18 19:10:44,5,2883.91,78.83,3.13,15.26,325.86,451.86,17.96,72,success
Bengaluru,2025-01-18 19:10:46,3,514.03,10.37,92.98,5.31,31.05,37.15,19.84,79,success
Ahmedabad,2025-01-18 19:10:49,5,720.98,15.25,53.64,3.76,113.31,128.8,21.04,68,success
Lucknow,2025-01-18 19:10:51,5,947.95,12,52.21,4.83,159.92,176.34,12.52,52,success
Hyderabad,2025-01-18 19:10:53,5,1562.12,44.55,67.23,22.17,196.61,212.98,18.68,77,success
Jaipur,2025-01-18 19:10:55,5,974.66,23.99,46.49,4.41,119.61,134.82,13.12,52,success
Patna,2025-01-18 19:10:58,5,841.14,13.54,58.65,5.07,102.65,116.78,13.97,77,success
Delhi,2025-01-18 20:13:53,5,2029.42,46.61,14.84,9.66,273.98,335.22,13.06,94,success
Mumbai,2025-01-18 20:13:55,5,1388.55,34.96,60.8,30.52,171.69,205.43,27.03,44,success
Chennai,2025-01-18 20:13:58,3,393.87,3.43,85.12,2.95,29.57,31.44,23.92,97,success
Kolkata,2025-01-18 20:14:00,5,2429.96,62.38,8.94,11.21,306.73,411.99,16.96,82,success
Bengaluru,2025-01-18 20:14:02,3,480.65,8.91,90.12,4.77,29.55,35.25,19.67,82,success
Ahmedabad,2025-01-18 20:14:05,5,687.6,12.17,57.22,4.17,112.72,125.1,20.04,68,success
Lucknow,2025-01-18 20:14:07,5,921.25,10.11,56.51,4.71,167.21,181.22,11.83,54,success
Hyderabad,2025-01-18 20:14:10,5,1602.17,44.55,56.51,19.31,201.1,217.62,19.2,53,success
Jaipur,2025-01-18 20:14:12,5,894.55,20.05,50.78,3.99,116.63,130.15,12.6,88,success
Patna,2025-01-18 20:14:15,5,827.79,12.51,55.08,4.59,103.04,116.01,12.97,82,success
Delhi,2025-01-18 21:12:44,5,1842.5,38.04,18.6,7.87,272.5,323.97,12.06,100,success
Mumbai,2025-01-18 21:12:46,5,1401.9,38.04,46.49,34.81,152.71,180.7,26.03,41,success
Chennai,2025-01-18 21:12:48,3,400.54,2.66,90.12,2.77,33.17,34.89,24.75,94,success
Kolkata,2025-01-18 21:12:51,5,2082.82,46.61,21.64,12.16,301.14,374.52,15.96,82,success
Bengaluru,2025-01-18 21:12:53,3,447.27,7.28,89.41,4.53,33.06,39.36,19.67,83,success
Ahmedabad,2025-01-18 21:12:55,5,707.63,12.34,55.08,7.03,116.16,126.67,20.04,68,success
Lucknow,2025-01-18 21:12:57,5,907.9,8.82,58.65,4.59,175.27,188,11.23,55,success
Hyderabad,2025-01-18 21:12:59,5,1562.12,40.78,50.78,16.69,202.13,218.41,17.68,82,success
Jaipur,2025-01-18 21:13:01,5,834.47,17.14,55.79,3.79,114.95,127.42,12.3,53,success
Patna,2025-01-18 21:13:04,5,821.11,12,52.21,4.29,104.17,116.3,11.97,87,success
Delhi,2025-01-18 22:12:05,5,1735.69,32.56,19.49,7.15,276.06,320.53,13.06,94,success
Mumbai,2025-01-18 22:12:07,5,1415.25,40.78,37.19,38.15,142.84,167.66,25,44,success
Chennai,2025-01-18 22:12:09,3,417.23,2.55,94.41,2.8,38.93,40.76,24.79,93,success
Kolkata,2025-01-18 22:12:11,5,1695.63,30.5,45.78,19.79,293.01,335.93,15.96,82,success
Bengaluru,2025-01-18 22:12:14,3,420.57,6.08,87.26,4.17,37.35,44.58,18.92,86,success
Ahmedabad,2025-01-18 22:12:16,5,761.03,14.74,51.5,9.89,120.61,130.16,19.04,72,success
Lucknow,2025-01-18 22:12:19,5,894.55,7.8,62.23,5.13,182.59,194.54,10.45,53,success
Hyderabad,2025-01-18 22:12:21,5,1441.96,35.99,48.64,14.78,202.06,217.92,17.68,82,success
Jaipur,2025-01-18 22:12:24,5,801.09,15.42,60.8,3.82,114.14,125.79,11.68,62,success
Patna,2025-01-18 22:12:26,5,821.11,11.65,49.35,4.17,107.58,119.24,11.97,87,success
Delhi,2025-01-18 23:12:52,5,1708.98,30.85,17.17,7.75,285.81,324.69,12.06,94,success
Mumbai,2025-01-18 23:12:54,5,1415.25,40.78,32.9,40.05,139.96,163.21,23.03,56,success
Chennai,2025-01-18 23:12:56,3,440.6,2.74,97.28,3.01,45.7,47.83,24.21,94,success
Kolkata,2025-01-18 23:12:59,5,1562.12,24.68,47.92,18.12,282.21,314.3,14.96,88,success
Bengaluru,2025-01-18 23:13:01,3,397.21,5.48,85.83,4.11,39.59,47.44,19.09,86,success
Ahmedabad,2025-01-18 23:13:03,5,781.06,16.45,47.92,9.54,122.32,131.5,18.04,77,success
Lucknow,2025-01-18 23:13:05,5,894.55,7.11,65.09,5.66,190.15,201.8,10.25,52,success
Hyderabad,2025-01-18 23:13:08,5,1321.79,31.53,50.78,14.19,199.2,214.36,18.68,77,success
Jaipur,2025-01-18 23:13:10,5,781.06,14.57,63.66,3.93,111.93,122.83,11.6,87,success
Patna,2025-01-18 23:13:12,5,827.79,11.48,47.21,4.35,112.59,123.92,11.97,87,success
Delhi,2025-01-19 01:11:20,5,1976.01,37.7,4.96,12.28,316.33,350.58,11.06,100,success
Mumbai,2025-01-19 01:11:22,5,1388.55,41.47,28.61,41.96,142.29,164.42,25.03,47,success
Chennai,2025-01-19 01:11:24,4,480.65,3.64,97.28,3.55,53.84,57,23.68,95,success
Kolkata,2025-01-19 01:11:27,5,1482.01,25.02,38.62,14.54,238.46,267.99,14.96,82,success
Bengaluru,2025-01-19 01:11:29,3,377.18,6.43,79.39,3.99,30.91,37.58,18.18,93,success
Ahmedabad,2025-01-19 01:11:32,5,787.74,19.36,41.84,7.87,122.09,131.73,18.04,77,success
Lucknow,2025-01-19 01:11:34,5,907.9,6.86,62.94,7.75,203.2,215.61,10.01,100,success
Hyderabad,2025-01-19 01:11:37,5,1388.55,37.7,46.49,17.41,201.23,216.46,16.68,82,success
Jaipur,2025-01-19 01:11:39,5,807.76,16.11,63.66,4.95,108.11,118.37,12.6,82,success
Patna,2025-01-19 01:11:42,5,847.82,11.48,47.21,5.6,126.94,138.72,12.97,88,success
Delhi,2025-01-19 02:46:12,5,2883.91,48.67,0.63,15.74,369.03,415.01,11.06,93,success
Mumbai,2025-01-19 02:46:14,5,2189.64,65.8,4.29,63.9,191.55,228.3,25.03,44,success
Chennai,2025-01-19 02:46:17,4,547.41,7.45,95.84,4.71,60.22,65.55,24.84,97,success
Kolkata,2025-01-19 02:46:19,5,1388.55,23.31,55.08,16.93,188.17,227.92,17.96,72,success
Bengaluru,2025-01-19 02:46:22,2,460.63,13.02,63.66,3.93,17.38,22.17,17.86,95,success
Ahmedabad,2025-01-19 02:46:24,5,867.84,29.82,29.33,7.51,123.35,135.66,18.04,77,success
Lucknow,2025-01-19 02:46:27,5,961.3,8.23,52.21,12.4,219.45,236.05,10.01,100,success
Hyderabad,2025-01-19 02:46:29,5,2136.23,74.71,17.52,33.38,234.79,254.77,17.19,82,success
Jaipur,2025-01-19 02:46:32,5,1068.12,27.42,59.37,9.42,113.34,125.64,12.6,82,success
Patna,2025-01-19 02:46:34,5,921.25,12.17,50.07,8.94,145.24,160.37,12.97,88,success
Delhi,2025-01-19 03:18:01,5,2883.91,48.67,0.63,15.74,369.03,415.01,13.06,82,success
Mumbai,2025-01-19 03:18:03,5,2189.64,65.8,4.29,63.9,191.55,228.3,25,44,success
Chennai,2025-01-19 03:18:06,4,547.41,7.45,95.84,4.71,60.22,65.55,25.57,95,success
Kolkata,2025-01-19 03:18:08,5,1388.55,23.31,55.08,16.93,188.17,227.92,18.96,68,success
Bengaluru,2025-01-19 03:18:11,2,460.63,13.02,63.66,3.93,17.38,22.17,18.43,95,success
Ahmedabad,2025-01-19 03:18:13,5,867.84,29.82,29.33,7.51,123.35,135.66,18.04,72,success
Lucknow,2025-01-19 03:18:16,5,961.3,8.23,52.21,12.4,219.45,236.05,10.01,100,success
Hyderabad,2025-01-19 03:18:18,5,2136.23,74.71,17.52,33.38,234.79,254.77,21.19,64,success
Jaipur,2025-01-19 03:18:21,5,1068.12,27.42,59.37,9.42,113.34,125.64,14.6,77,success
Patna,2025-01-19 03:18:23,5,921.25,12.17,50.07,8.94,145.24,160.37,12.97,82,success
Delhi,2025-01-19 04:16:12,5,2937.32,52.09,5.63,17.17,356.58,399.57,14.06,82,success
Mumbai,2025-01-19 04:16:15,5,2563.48,67.17,13.05,77.25,213.97,255.43,27.03,39,success
Chennai,2025-01-19 04:16:17,4,540.73,6.51,100.14,5.13,61.52,67.31,26.54,91,success
Kolkata,2025-01-19 04:16:20,5,1188.28,17.99,83.69,18.36,160.32,196.12,19.96,64,success
Bengaluru,2025-01-19 04:16:22,2,467.3,13.54,61.51,4.23,14.53,18.59,18.73,94,success
Ahmedabad,2025-01-19 04:16:25,5,961.3,30.85,30.76,8.46,125.69,139.98,20.04,64,success
Lucknow,2025-01-19 04:16:27,5,988.01,7.11,58.65,15.97,226.77,245.17,10.01,100,success
Hyderabad,2025-01-19 04:16:30,5,1789.09,56.89,53.64,49.59,225.54,242.9,22.19,56,success
Jaipur,2025-01-19 04:16:33,5,1121.52,25.36,68.67,10.97,112.27,125.04,15.6,77,success
Patna,2025-01-19 04:16:35,5,921.25,10.11,60.08,10.97,154.98,170.78,14.97,77,success
Delhi,2025-01-19 05:13:07,5,2883.91,52.09,17.88,18.12,342.28,392.9,17.06,72,success
Mumbai,2025-01-19 05:13:09,5,2857.21,78.14,32.9,87.74,238.26,284,27.03,39,success
Chennai,2025-01-19 05:13:11,4,520.71,5.27,104.43,5.19,59.66,65.94,26.84,90,success
Kolkata,2025-01-19 05:13:14,5,1068.12,14.74,111.58,20.74,148.4,182.09,22.96,49,success
Bengaluru,2025-01-19 05:13:16,2,447.27,11.14,64.37,4.71,13.98,17.49,19.74,93,success
Ahmedabad,2025-01-19 05:13:19,5,1068.12,29.82,39.34,10.85,129.61,145.77,23.04,56,success
Lucknow,2025-01-19 05:13:21,5,1001.36,6.26,72.96,17.41,234.12,253.43,12.01,94,success
Hyderabad,2025-01-19 05:13:24,5,1695.63,48.67,85.12,57.7,223.08,239.86,24.68,78,success
Jaipur,2025-01-19 05:13:26,5,1121.52,21.94,80.82,12.4,110.81,124.4,18.6,63,success
Patna,2025-01-19 05:13:29,5,934.6,8.65,77.25,12.16,166.22,182.65,16.97,67,success
Delhi,2025-01-19 06:18:24,5,2723.69,50.72,36.84,18.84,328.19,384.57,21.06,52,success
Mumbai,2025-01-19 06:18:26,5,3150.94,94.59,79.39,99.18,278.76,328.31,29,37,success
Chennai,2025-01-19 06:18:29,4,500.68,4.54,104.43,5.07,56.18,62.21,28,83,success
Kolkata,2025-01-19 06:18:31,5,934.6,12.17,144.48,25.75,144.37,173.16,23.96,43,success
Bengaluru,2025-01-19 06:18:33,2,423.91,8.48,70.81,4.83,14.07,17.13,19.79,93,success
Ahmedabad,2025-01-19 06:18:36,5,1148.22,30.16,61.51,15.74,135.5,152.37,25.04,50,success
Lucknow,2025-01-19 06:18:38,5,988.01,5.01,98.71,18.84,240.77,260.11,15.01,72,success
Hyderabad,2025-01-19 06:18:41,5,1548.77,41.13,131.61,60.08,223.22,239.34,26.19,41,success
Jaipur,2025-01-19 06:18:43,5,1001.36,17.82,101.57,14.42,104.63,117.65,20.62,60,success
Patna,2025-01-19 06:18:47,5,907.9,6.6,108.72,14.31,179.14,194.8,19.97,56,success
Delhi,2025-01-19 07:12:50,5,1668.93,30.5,111.58,25.51,222.1,257.47,22.06,49,success
Mumbai,2025-01-19 07:12:52,5,3471.38,105.56,165.94,114.44,359.32,414.94,31.03,33,success
Chennai,2025-01-19 07:12:55,4,487.33,4.46,103,5.19,53.33,58.73,28.62,80,success
Kolkata,2025-01-19 07:12:57,5,660.9,7.63,167.37,28.37,103.8,120.22,24.96,41,success
Bengaluru,2025-01-19 07:12:59,2,390.53,4.97,85.12,2.98,9.75,11.55,19.67,95,success
Ahmedabad,2025-01-19 07:13:02,5,801.09,28.45,111.58,60.08,117.07,128.21,26.04,44,success
Lucknow,2025-01-19 07:13:04,5,814.44,3.13,128.75,25.99,182.37,198.85,17.01,63,success
Hyderabad,2025-01-19 07:13:06,5,781.06,12.68,167.37,33.38,156.59,166.17,27.19,39,success
Jaipur,2025-01-19 07:13:09,5,674.25,10.28,131.61,20.74,82.17,91.92,21.6,56,success
Patna,2025-01-19 07:13:11,5,734.33,3.47,144.48,14.78,147,157.88,19.97,56,success
Delhi,2025-01-19 08:16:11,5,1281.74,22.62,141.62,25.75,188.08,217.16,24.06,43,success
Mumbai,2025-01-19 08:16:13,5,3578.19,100.08,266.08,114.44,460.51,525.3,33.03,25,success
Chennai,2025-01-19 08:16:15,4,473.98,4.54,100.14,5.07,51.17,56.39,29.02,78,success
Kolkata,2025-01-19 08:16:18,5,560.76,6.08,174.52,25.99,87.05,99.57,25.96,38,success
Bengaluru,2025-01-19 08:16:20,2,390.53,4.67,87.26,2.62,9.67,11.14,21.5,84,success
Ahmedabad,2025-01-19 08:16:22,5,774.38,30.16,140.19,77.25,122.6,133.17,29.04,34,success
Lucknow,2025-01-19 08:16:25,5,747.68,2.79,140.19,27.18,152.07,167.28,20.01,49,success
Hyderabad,2025-01-19 08:16:27,5,660.9,8.14,177.38,25.51,141.28,149.12,30.19,28,success
Jaipur,2025-01-19 08:16:30,5,647.54,9,144.48,21.7,85.73,96.06,22.6,56,success
Patna,2025-01-19 08:16:32,5,674.25,2.64,150.2,13.11,132.1,141.54,21.97,46,success
Delhi,2025-01-19 09:12:55,5,1108.17,19.02,154.5,25.03,175.28,202.12,24.06,43,success
Mumbai,2025-01-19 09:12:58,5,3017.43,71.97,326.16,92.51,466.92,536.35,32,35,success
Chennai,2025-01-19 09:13:00,4,467.3,4.67,98.71,5.01,52.25,57.99,28.5,77,success
Kolkata,2025-01-19 09:13:02,5,527.38,6.08,177.38,24.08,78.86,90.72,25.96,38,success
Bengaluru,2025-01-19 09:13:04,2,387.19,4.8,86.55,2.53,10.92,12.28,23.12,82,success
Ahmedabad,2025-01-19 09:13:07,5,807.76,31.19,165.94,84.88,135.82,146.64,29.04,34,success
Lucknow,2025-01-19 09:13:10,5,680.92,3,144.48,27.42,136.99,150.63,25.15,18,success
Hyderabad,2025-01-19 09:13:13,5,620.84,8.05,178.81,24.56,131.87,139.25,29.19,30,success
Jaipur,2025-01-19 09:13:15,5,620.84,7.8,150.2,20.5,86.16,96.92,24.59,38,success
Patna,2025-01-19 09:13:17,5,674.25,2.79,153.07,12.64,132.56,142.07,21.97,46,success
Delhi,2025-01-19 10:14:16,5,1228.33,30.85,100.14,25.99,131.77,174.92,24.06,46,success
Mumbai,2025-01-19 10:14:19,5,1762.39,39.07,294.69,59.13,315.51,380.45,32.03,33,success
Chennai,2025-01-19 10:14:21,4,453.95,4.16,105.86,4.41,61.51,68.47,28.18,80,success
Kolkata,2025-01-19 10:14:23,5,707.63,11.48,173.09,23.13,103.14,123.61,25.96,36,success
Bengaluru,2025-01-19 10:14:26,2,427.25,7.03,77.25,2.59,10.04,10.99,23.71,81,success
Ahmedabad,2025-01-19 10:14:28,5,787.74,27.76,175.95,76.29,140.37,151.67,30.04,35,success
Lucknow,2025-01-19 10:14:31,5,627.52,4.93,147.34,23.84,138.8,150.95,21.01,46,success
Hyderabad,2025-01-19 10:14:33,5,594.14,8.4,167.37,27.42,122.86,130.15,29.19,30,success
Jaipur,2025-01-19 10:14:36,5,620.84,8.74,141.62,16.69,83.62,94.16,24.7,37,success
Patna,2025-01-19 10:14:38,5,714.3,4.24,141.62,10.97,138.13,148.38,20.97,52,success
Delhi,2025-01-19 11:10:37,5,1148.22,34.27,81.54,21.46,115.53,158.41,24.06,46,success
Mumbai,2025-01-19 11:10:39,5,1495.36,33.24,280.38,57.7,282.35,342.33,31,35,success
Chennai,2025-01-19 11:10:41,4,453.95,4.71,100.14,4.41,62.84,72.04,27.32,80,success
